Unnamed: 0.1,Unnamed: 0,Matchday,Day,Date_x,Time_x,home,xG_home,xG_away,away,Assistance,Venue,Referee_x,Match Report,goals_home,goals_away,formacao_home,formacao_away,Fouls_home,Fouls_away,Corners_home,Corners_away,Crosses_home,Crosses_away,Touches_home,Touches_away,Tackles_home,Tackles_away,Interceptions_home,Interceptions_away,Aerials Won_home,Aerials Won_away,Clearances_home,Clearances_away,Offsides_home,Offsides_away,Goal Kicks_home,Goal Kicks_away,Throw Ins_home,Throw Ins_away,Long Balls_home,Long Balls_away,yellow_card_home,red_card_home,yellow_red_card_home,yellow_card_away,red_card_away,yellow_red_card_away,jogador1_home,jogador2_home,jogador3_home,jogador4_home,jogador5_home,jogador6_home,jogador7_home,jogador8_home,jogador9_home,jogador10_home,jogador11_home,jogador12_home,jogador13_home,jogador14_home,jogador15_home,jogador16_home,jogador17_home,jogador1_away,jogador2_away,jogador3_away,jogador4_away,jogador5_away,jogador6_away,jogador7_away,jogador8_away,jogador9_away,jogador10_away,jogador11_away,jogador12_away,jogador13_away,jogador14_away,jogador15_away,jogador16_away,jogador17_away,Div,Date_y,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee_y,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,LBH,LBD,LBA,PSH,PSD,PSA,WHH,WHD,WHA,VCH,VCD,VCA,Bb1X2,BbMxH,BbAvH,BbMxD,BbAvD,BbMxA,BbAvA,BbOU,BbMx>2.5,BbAv>2.5,BbMx<2.5,BbAv<2.5,BbAH,BbAHh,BbMxAHH,BbAvAHH,BbMxAHA,BbAvAHA,PSCH,PSCD,PSCA,Season,Time_y,MaxH,MaxD,MaxA,AvgH,AvgD,AvgA,B365>2.5,B365<2.5,P>2.5,P<2.5,Max>2.5,Max<2.5,Avg>2.5,Avg<2.5,AHh,B365AHH,B365AHA,PAHH,PAHA,MaxAHH,MaxAHA,AvgAHH,AvgAHA,B365CH,B365CD,B365CA,BWCH,BWCD,BWCA,IWCH,IWCD,IWCA,WHCH,WHCD,WHCA,VCCH,VCCD,VCCA,MaxCH,MaxCD,MaxCA,AvgCH,AvgCD,AvgCA,B365C>2.5,B365C<2.5,PC>2.5,PC<2.5,MaxC>2.5,MaxC<2.5,AvgC>2.5,AvgC<2.5,AHCh,B365CAHH,B365CAHA,PCAHH,PCAHA,MaxCAHH,MaxCAHA,AvgCAHH,AvgCAHA
193,193,20,Sat,2018-12-29,15:00,Leicester,1.8,0.6,Cardiff,"32,047",King Power Stadium,Simon Hooper,/en/matches/b815d126/Leicester-City-Cardiff-City-December-29-2018-Premier-League,0,1,4-2-3-1,4-1-4-1,14.0,16.0,10.0,4.0,25.0,16.0,633.0,453.0,19.0,15.0,6.0,17.0,31.0,22.0,27.0,37.0,0.0,1.0,9.0,7.0,29.0,21.0,70.0,78.0,0.0,0.0,0.0,2.0,0.0,0.0,Kasper Schmeichel,Ben Chilwell,Çağlar Söyüncü,Demarai Gray,Jamie Vardy,James Maddison,Marc Albrighton,Ricardo Pereira,Harry Maguire,Nampalys Mendy,Wilfred Ndidi,Danny Ward,Danny Simpson,Kelechi Iheanacho,Shinji Okazaki,Vicente Iborra,Christian Fuchs,Neil Etheridge,Sean Morrison,Bruno Ecuele Manga,Harry Arter,Josh Murphy,Callum Paterson,Aron Gunnarsson,Greg Cunningham,Víctor Camarasa,Sol Bamba,Junior Hoilett,Alex Smithies,Lee Peltier,Joe Bennett,Joe Ralls,Bobby Reid,Nathaniel Mendez-Laing,E0,29/12/2018,0.0,1.0,A,0.0,0.0,D,S Hooper,16.0,12.0,7.0,3.0,14.0,16.0,10.0,4.0,0.0,2.0,0.0,0.0,1.55,4.0,6.0,1.57,4.0,6.0,1.57,4.1,6.0,,,,1.58,4.31,6.4,1.55,4.2,6.0,1.6,4.2,6.5,37.0,1.6,1.57,4.55,4.13,6.73,6.18,35.0,1.95,1.9,1.98,1.91,23.0,-1.0,2.05,2.0,1.95,1.88,1.6,3.81,7.44,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,194,20,Sat,2018-12-29,15:00,Tottenham,0.3,0.9,Wolves,"46,356",Tottenham Hotspur Stadium,Stuart Attwell,/en/matches/d72c42c6/Tottenham-Hotspur-Wolverhampton-Wanderers-December-29-2018-Premier-League,1,3,4-1-2-1-2,3-4-3,7.0,7.0,6.0,7.0,14.0,24.0,812.0,565.0,18.0,18.0,4.0,12.0,12.0,15.0,23.0,16.0,0.0,4.0,3.0,6.0,20.0,16.0,64.0,76.0,3.0,0.0,0.0,2.0,0.0,0.0,Hugo Lloris,Kieran Trippier,Toby Alderweireld,Davinson Sánchez,Son Heung-min,Harry Winks,Harry Kane,Moussa Sissoko,Dele Alli,Christian Eriksen,Ben Davies,Paulo Gazzaniga,Danny Rose,Georges-Kévin N'Koudou,Kyle Walker-Peters,Juan Foyth,Lucas Moura,Rui Patrício,Matt Doherty,Ryan Bennett,Ivan Cavaleiro,Rúben Neves,Raúl Jiménez,Willy Boly,Conor Coady,Jonny Castro,Leander Dendoncker,Adama Traoré,John Ruddy,Hélder Costa,Morgan Gibbs-White,Romain Saïss,João Moutinho,Rúben Vinagre,E0,29/12/2018,1.0,3.0,A,1.0,0.0,H,S Attwell,10.0,11.0,3.0,4.0,7.0,7.0,6.0,7.0,3.0,2.0,0.0,0.0,1.33,5.0,8.5,1.33,5.25,9.0,1.37,5.0,8.0,,,,1.37,5.12,9.98,1.35,5.0,9.5,1.36,5.2,10.0,37.0,1.39,1.36,5.5,5.01,10.5,9.16,34.0,1.75,1.68,2.31,2.2,23.0,-1.5,2.18,2.1,1.85,1.78,1.47,4.47,8.39,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,195,20,Sat,2018-12-29,17:30,Liverpool,3.8,1.0,Arsenal,"53,326",Anfield,Michael Oliver,/en/matches/33716a25/Liverpool-Arsenal-December-29-2018-Premier-League,5,1,4-2-3-1,4-2-3-1,8.0,13.0,5.0,3.0,8.0,10.0,643.0,681.0,17.0,17.0,8.0,12.0,7.0,7.0,15.0,14.0,2.0,5.0,6.0,7.0,11.0,15.0,61.0,64.0,1.0,0.0,0.0,2.0,0.0,0.0,Alisson,Fabinho,Virgil van Dijk,Georginio Wijnaldum,Dejan Lovren,Roberto Firmino,Sadio Mané,Mohamed Salah,Xherdan Shaqiri,Andrew Robertson,Trent Alexander-Arnold,Simon Mignolet,Nathaniel Clyne,Naby Keïta,Jordan Henderson,Daniel Sturridge,Adam Lallana,Bernd Leno,Sokratis Papastathopoulos,Aaron Ramsey,Lucas Torreira,Stephan Lichtsteiner,Pierre-Emerick Aubameyang,Ainsley Maitland-Niles,Alex Iwobi,Shkodran Mustafi,Sead Kolašinac,Granit Xhaka,Petr Čech,Mohamed Elneny,Laurent Koscielny,Alexandre Lacazette,Mattéo Guendouzi,Joe Willock,E0,29/12/2018,5.0,1.0,H,4.0,1.0,H,M Oliver,15.0,8.0,10.0,2.0,8.0,13.0,5.0,3.0,1.0,2.0,0.0,0.0,1.5,4.5,5.75,1.5,4.6,6.0,1.53,4.5,5.7,,,,1.5,4.93,6.59,1.47,4.75,6.5,1.5,4.8,7.0,37.0,1.53,1.49,5.15,4.74,7.0,6.25,35.0,1.56,1.51,2.74,2.55,23.0,-1.0,1.82,1.77,2.2,2.13,1.39,5.54,7.97,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,196,20,Sun,2018-12-30,12:00,Crystal Palace,0.2,0.9,Chelsea,"25,781",Selhurst Park,Craig Pawson,/en/matches/060ad174/Crystal-Palace-Chelsea-December-30-2018-Premier-League,0,1,4-5-1,4-3-3,11.0,8.0,3.0,4.0,14.0,16.0,545.0,915.0,13.0,13.0,15.0,17.0,12.0,11.0,26.0,18.0,3.0,3.0,8.0,6.0,20.0,18.0,71.0,57.0,0.0,0.0,0.0,1.0,0.0,0.0,Vicente Guaita,Patrick van Aanholt,Luka Milivojević,James Tomkins,Cheikhou Kouyaté,Andros Townsend,Wilfried Zaha,Mamadou Sakho,Jeffrey Schlupp,James McArthur,Aaron Wan-Bissaka,Wayne Hennessey,Joel Ward,Scott Dann,Max Meyer,Jordan Ayew,Connor Wickham,Kepa Arrizabalaga,Antonio Rüdiger,Marcos Alonso,Jorginho,N'Golo Kanté,Ross Barkley,Eden Hazard,Olivier Giroud,Willian,César Azpilicueta,David Luiz,Willy Caballero,Mateo Kovačić,Davide Zappacosta,Andreas Christensen,Álvaro Morata,Emerson Palmieri,E0,30/12/2018,0.0,1.0,A,0.0,0.0,D,C Pawson,4.0,12.0,0.0,4.0,11.0,8.0,3.0,4.0,0.0,1.0,0.0,0.0,4.75,4.0,1.66,5.0,3.8,1.7,4.8,3.7,1.75,,,,5.17,3.87,1.76,5.0,3.8,1.7,5.25,3.9,1.73,37.0,5.25,4.96,4.0,3.8,1.77,1.73,35.0,1.92,1.86,2.04,1.96,22.0,1.0,1.71,1.66,2.36,2.3,5.19,3.79,1.77,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,197,20,Sun,2018-12-30,14:15,Southampton,0.2,2.5,Man City,"31,381",St. Mary's Stadium,Paul Tierney,/en/matches/75424968/Southampton-Manchester-City-December-30-2018-Premier-League,1,3,4-3-2-1,4-3-3,11.0,10.0,3.0,8.0,10.0,18.0,384.0,931.0,25.0,12.0,13.0,7.0,16.0,16.0,33.0,20.0,0.0,2.0,7.0,3.0,12.0,27.0,55.0,59.0,2.0,1.0,0.0,3.0,0.0,0.0,Alex McCarthy,Jack Stephens,Charlie Austin,Mohamed Elyounoussi,Oriol Romeu,James Ward-Prowse,Mario Lemina,Pierre Højbjerg,Matt Targett,Jan Bednarek,Kayne Ramsey,Angus Gunn,Maya Yoshida,Shane Long,Danny Ings,Stuart Armstrong,Nathan Redmond,Ederson,Danilo,Vincent Kompany,Raheem Sterling,Sergio Agüero,Aymeric Laporte,Bernardo Silva,David Silva,Fernandinho,Riyad Mahrez,Oleksandr Zinchenko,Arijanet Muric,Kyle Walker,John Stones,Leroy Sané,Nicolás Otamendi,Gabriel Jesus,E0,30/12/2018,1.0,3.0,A,1.0,3.0,A,P Tierney,5.0,14.0,4.0,6.0,11.0,10.0,3.0,8.0,2.0,3.0,1.0,0.0,10.0,5.25,1.3,9.5,5.0,1.34,8.0,5.3,1.35,,,,9.96,5.8,1.33,10.0,5.5,1.3,10.0,5.5,1.33,37.0,10.5,9.54,6.0,5.47,1.35,1.33,35.0,1.6,1.54,2.6,2.47,23.0,1.5,2.03,1.96,1.96,1.91,12.58,7.05,1.23,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,198,20,Sun,2018-12-30,14:15,Burnley,2.7,0.8,West Ham,"20,933",Turf Moor,David Coote,/en/matches/ac412bcf/Burnley-West-Ham-United-December-30-2018-Premier-League,2,0,4-4-2,4-4-2,15.0,11.0,5.0,5.0,19.0,17.0,523.0,609.0,21.0,16.0,12.0,2.0,24.0,26.0,35.0,19.0,4.0,1.0,5.0,10.0,25.0,34.0,88.0,86.0,1.0,0.0,0.0,4.0,0.0,0.0,Tom Heaton,Charlie Taylor,Jack Cork,James Tarkowski,Ben Mee,Jóhann Berg Guðmundsson,Ashley Barnes,Chris Wood,Ashley Westwood,Phil Bardsley,Dwight McNeil,Joe Hart,Sam Vokes,Jeff Hendrick,Ben Gibson,Matěj Vydra,Kevin Long,Łukasz Fabiański,Aaron Cresswell,Marko Arnautović,Felipe Anderson,Robert Snodgrass,Mark Noble,Angelo Ogbonna,Issa Diop,Lucas Pérez,Michail Antonio,Declan Rice,Adrián,Andy Carroll,Pedro Obiang,Arthur Masuaku,Xande Silva,Grady Diangana,E0,30/12/2018,2.0,0.0,H,2.0,0.0,H,D Coote,17.0,11.0,5.0,4.0,15.0,11.0,5.0,5.0,1.0,4.0,0.0,0.0,3.3,3.2,2.25,3.25,3.4,2.25,3.25,3.4,2.2,,,,3.39,3.53,2.27,3.25,3.4,2.25,3.3,3.5,2.25,36.0,3.46,3.25,3.55,3.4,2.4,2.27,34.0,1.95,1.91,1.98,1.9,20.0,0.25,1.99,1.92,2.0,1.95,3.86,3.57,2.08,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,199,20,Sun,2018-12-30,16:30,Chelsea,2.9,0.5,Bournemouth,"74,556",Old Trafford,Lee Mason,/en/matches/4c4766d0/Manchester-United-Bournemouth-December-30-2018-Premier-League,4,1,4-2-3-1,3-5-2,10.0,7.0,4.0,5.0,11.0,13.0,827.0,491.0,12.0,8.0,7.0,5.0,11.0,11.0,21.0,19.0,6.0,0.0,6.0,6.0,21.0,18.0,60.0,55.0,2.0,1.0,0.0,0.0,0.0,0.0,David de Gea,Victor Lindelöf,Eric Bailly,Paul Pogba,Marcus Rashford,Anthony Martial,Jesse Lingard,Ashley Young,Ander Herrera,Luke Shaw,Nemanja Matić,Sergio Romero,Phil Jones,Juan Mata,Romelu Lukaku,Andreas Pereira,Marouane Fellaini,Asmir Begović,Steve Cook,Nathan Aké,Andrew Surman,Jordon Ibe,Charlie Daniels,Callum Wilson,Joshua King,Junior Stanislas,David Brooks,Diego Rico,Artur Boruc,Jefferson Lerma,Lys Mousset,Jermain Defoe,Ryan Fraser,Jack Simpson,E0,01/09/2018,2.0,0.0,H,0.0,0.0,D,L Mason,24.0,8.0,6.0,1.0,10.0,7.0,7.0,6.0,2.0,2.0,0.0,0.0,1.3,6.0,11.0,1.28,6.0,9.5,1.27,6.0,10.0,,,,1.3,6.3,10.73,1.29,5.8,8.5,1.3,6.0,11.0,39.0,1.33,1.29,6.3,5.88,11.0,9.9,33.0,1.45,1.42,3.0,2.82,21.0,-1.75,2.07,2.01,1.9,1.85,1.32,5.98,10.48,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,200,21,Tue,2019-01-01,12:30,Everton,1.0,0.6,Leicester,"39,052",Goodison Park,Martin Atkinson,/en/matches/6cbc15a7/Everton-Leicester-City-January-1-2019-Premier-League,0,1,4-2-3-1,4-3-3,5.0,8.0,6.0,5.0,30.0,13.0,716.0,570.0,18.0,26.0,12.0,13.0,32.0,31.0,14.0,39.0,1.0,2.0,5.0,12.0,31.0,28.0,78.0,91.0,3.0,0.0,0.0,1.0,0.0,0.0,Jordan Pickford,Michael Keane,Kurt Zouma,André Gomes,Gylfi Sigurðsson,Theo Walcott,Lucas Digne,Idrissa Gana Gueye,Dominic Calvert-Lewin,Richarlison,Jonjoe Kenny,Maarten Stekelenburg,Leighton Baines,Yerry Mina,Cenk Tosun,Bernard,Séamus Coleman,Kasper Schmeichel,Danny Simpson,Ben Chilwell,Jonny Evans,Jamie Vardy,Ricardo Pereira,Harry Maguire,Nampalys Mendy,Wilfred Ndidi,Rachid Ghezzal,Hamza Choudhury,Danny Ward,Çağlar Söyüncü,Demarai Gray,James Maddison,Marc Albrighton,Shinji Okazaki,E0,01/01/2019,0.0,1.0,A,0.0,0.0,D,M Atkinson,17.0,8.0,2.0,4.0,5.0,8.0,6.0,5.0,3.0,1.0,0.0,0.0,2.0,3.5,4.2,2.05,3.4,3.75,2.05,3.4,3.7,,,,2.01,3.57,4.14,2.0,3.4,3.9,2.05,3.4,4.1,36.0,2.06,2.01,3.6,3.46,4.2,3.94,34.0,2.04,1.97,1.91,1.85,20.0,-0.25,1.77,1.73,2.24,2.18,2.0,3.58,4.15,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,201,21,Tue,2019-01-01,15:00,Arsenal,4.5,1.4,Fulham,"59,887",Emirates Stadium,Graham Scott,/en/matches/652ef5bb/Arsenal-Fulham-January-1-2019-Premier-League,4,1,3-4-3,3-4-3,7.0,12.0,8.0,3.0,16.0,14.0,702.0,548.0,15.0,18.0,12.0,12.0,20.0,19.0,19.0,33.0,4.0,4.0,8.0,8.0,26.0,11.0,79.0,60.0,0.0,0.0,0.0,1.0,0.0,0.0,Bernd Leno,Sokratis Papastathopoulos,Laurent Koscielny,Alexandre Lacazette,Pierre-Emerick Aubameyang,Ainsley Maitland-Niles,Alex Iwobi,Shkodran Mustafi,Mattéo Guendouzi,Sead Kolašinac,Granit Xhaka,Petr Čech,Mohamed Elneny,Aaron Ramsey,Lucas Torreira,Stephan Lichtsteiner,Eddie Nketiah,Sergio Rico,Ryan Sessegnon,Denis Odoi,Aleksandar Mitrović,Tom Cairney,Tim Ream,André Schürrle,Maxime Le Marchand,Cyrus Christie,Joe Bryan,Ibrahima Cissé,Marcus Bettinelli,Stefan Johansen,Floyd Ayité,Luciano Vietto,Timothy Fosu-Mensah,Jean Seri,E0,01/01/2019,4.0,1.0,H,1.0,0.0,H,G Scott,16.0,9.0,9.0,4.0,7.0,12.0,8.0,3.0,0.0,1.0,0.0,0.0,1.33,5.75,9.5,1.33,5.5,8.75,1.35,5.3,8.0,,,,1.34,5.58,9.02,1.32,5.25,9.5,1.36,5.5,10.0,36.0,1.38,1.34,6.0,5.44,10.0,8.84,34.0,1.48,1.44,2.9,2.72,23.0,-1.5,2.0,1.95,1.95,1.91,1.39,5.24,8.13,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,202,21,Tue,2019-01-01,17:30,Cardiff,0.9,1.1,Tottenham,"32,485",Cardiff City Stadium,Kevin Friend,/en/matches/eac5074c/Cardiff-City-Tottenham-Hotspur-January-1-2019-Premier-League,0,3,4-1-4-1,4-1-2-1-2,6.0,6.0,5.0,3.0,18.0,8.0,411.0,953.0,14.0,9.0,10.0,4.0,14.0,13.0,13.0,26.0,6.0,2.0,7.0,3.0,11.0,18.0,67.0,56.0,1.0,0.0,0.0,0.0,0.0,0.0,Neil Etheridge,Sean Morrison,Bruno Ecuele Manga,Harry Arter,Josh Murphy,Callum Paterson,Bobby Reid,Aron Gunnarsson,Greg Cunningham,Víctor Camarasa,Sol Bamba,Alex Smithies,Lee Peltier,Joe Bennett,Joe Ralls,Nathaniel Mendez-Laing,Gary Madine,Hugo Lloris,Kieran Trippier,Danny Rose,Toby Alderweireld,Davinson Sánchez,Son Heung-min,Harry Winks,Harry Kane,Moussa Sissoko,Dele Alli,Christian Eriksen,Paulo Gazzaniga,Kyle Walker-Peters,Fernando Llorente,Juan Foyth,Lucas Moura,Ben Davies,E0,01/01/2019,0.0,3.0,A,0.0,3.0,A,K Friend,6.0,13.0,3.0,4.0,6.0,6.0,5.0,3.0,1.0,0.0,0.0,0.0,7.5,4.5,1.5,7.25,4.6,1.44,6.7,4.7,1.45,,,,7.19,4.45,1.5,7.0,4.4,1.47,7.0,4.5,1.5,36.0,7.5,6.95,4.7,4.43,1.52,1.49,33.0,1.71,1.67,2.4,2.21,22.0,1.0,2.19,2.12,1.81,1.77,8.88,4.84,1.4,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,203,21,Wed,2019-01-02,19:45,Wolves,0.5,1.9,Crystal Palace,"30,666",Molineux Stadium,Roger East,/en/matches/044d1986/Wolverhampton-Wanderers-Crystal-Palace-January-2-2019-Premier-League,0,2,3-4-3,4-3-3,9.0,7.0,3.0,10.0,13.0,21.0,701.0,654.0,26.0,19.0,9.0,12.0,26.0,14.0,42.0,11.0,1.0,0.0,9.0,9.0,18.0,23.0,85.0,59.0,4.0,0.0,0.0,1.0,0.0,0.0,Rui Patrício,Matt Doherty,Ryan Bennett,Ivan Cavaleiro,Raúl Jiménez,Hélder Costa,Willy Boly,Conor Coady,Jonny Castro,Romain Saïss,João Moutinho,John Ruddy,Rúben Neves,Morgan Gibbs-White,Rúben Vinagre,Leander Dendoncker,Léo Bonatini,Vicente Guaita,Patrick van Aanholt,Luka Milivojević,James Tomkins,Cheikhou Kouyaté,Andros Townsend,Wilfried Zaha,Mamadou Sakho,Jordan Ayew,James McArthur,Aaron Wan-Bissaka,Wayne Hennessey,Joel Ward,Max Meyer,Jeffrey Schlupp,Connor Wickham,Martin Kelly,E0,02/01/2019,0.0,2.0,A,0.0,0.0,D,R East,9.0,17.0,1.0,4.0,9.0,7.0,3.0,10.0,4.0,1.0,0.0,0.0,2.0,3.4,4.33,2.0,3.25,4.1,1.97,3.3,4.05,,,,2.04,3.41,4.24,2.0,3.3,4.0,2.0,3.4,4.3,36.0,2.06,2.0,3.55,3.33,4.33,4.13,33.0,2.31,2.23,1.7,1.65,21.0,-0.25,1.77,1.71,2.28,2.21,2.34,3.17,3.62,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,204,21,Wed,2019-01-02,19:45,West Ham,0.8,0.7,Brighton,"59,870",London Stadium,Chris Kavanagh,/en/matches/49b9ddde/West-Ham-United-Brighton-and-Hove-Albion-January-2-2019-Premier-League,2,2,4-4-2,4-5-1,9.0,11.0,1.0,5.0,14.0,18.0,642.0,552.0,10.0,17.0,12.0,12.0,20.0,19.0,10.0,18.0,0.0,4.0,5.0,7.0,29.0,15.0,82.0,84.0,0.0,0.0,0.0,1.0,0.0,0.0,Łukasz Fabiański,Aaron Cresswell,Pablo Zabaleta,Marko Arnautović,Felipe Anderson,Andy Carroll,Robert Snodgrass,Pedro Obiang,Angelo Ogbonna,Issa Diop,Declan Rice,Adrián,Mark Noble,Samir Nasri,Arthur Masuaku,Lucas Pérez,Michail Antonio,David Button,Shane Duffy,Lewis Dunk,Dale Stephens,Jürgen Locadia,Pascal Groß,Glenn Murray,Solly March,Martín Montoya,Davy Pröpper,Bernardo,Jason Steele,Gaëtan Bong,Beram Kayal,Yves Bissouma,Florin Andone,Anthony Knockaert,E0,02/01/2019,2.0,2.0,D,0.0,0.0,D,C Kavanagh,13.0,13.0,6.0,6.0,9.0,11.0,1.0,5.0,0.0,1.0,0.0,0.0,1.95,3.75,4.0,1.95,3.5,3.9,1.9,3.5,4.1,,,,1.99,3.62,4.14,1.91,3.6,4.0,1.95,3.6,4.1,36.0,2.02,1.96,3.75,3.56,4.2,3.96,34.0,1.97,1.9,1.97,1.91,20.0,-0.25,1.75,1.7,2.29,2.22,2.05,3.55,4.01,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,205,21,Wed,2019-01-02,19:45,Bournemouth,2.2,0.9,Watford,"10,261",Vitality Stadium,David Coote,/en/matches/9a63d65c/Bournemouth-Watford-January-2-2019-Premier-League,3,3,4-4-2,4-2-2-2,9.0,15.0,4.0,2.0,15.0,6.0,640.0,523.0,15.0,17.0,9.0,11.0,26.0,34.0,16.0,24.0,2.0,2.0,9.0,7.0,20.0,19.0,69.0,85.0,1.0,0.0,0.0,4.0,0.0,0.0,Asmir Begović,Steve Cook,Dan Gosling,Nathan Aké,Jefferson Lerma,Charlie Daniels,Callum Wilson,Joshua King,Junior Stanislas,David Brooks,Ryan Fraser,Artur Boruc,Andrew Surman,Lys Mousset,Jordon Ibe,Jermain Defoe,Diego Rico,Ben Foster,Adrian Mariappa,Gerard Deulofeu,Troy Deeney,Ken Sema,Craig Cathcart,Abdoulaye Doucouré,Kiko Femenía,José Holebas,Étienne Capoue,Roberto Pereyra,Heurelho Gomes,Miguel Britos,Tom Cleverley,Isaac Success,Adam Masina,Will Hughes,E0,02/01/2019,3.0,3.0,D,3.0,3.0,D,D Coote,25.0,11.0,12.0,3.0,9.0,15.0,4.0,2.0,1.0,4.0,0.0,0.0,2.6,3.6,2.75,2.5,3.5,2.75,2.5,3.5,2.75,,,,2.63,3.54,2.81,2.55,3.4,2.75,2.6,3.5,2.8,36.0,2.66,2.55,3.65,3.48,2.85,2.75,34.0,1.8,1.74,2.2,2.1,21.0,-0.25,2.3,2.19,1.77,1.73,2.6,3.47,2.89,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,206,21,Wed,2019-01-02,19:45,Chelsea,0.9,0.2,Southampton,"40,668",Stamford Bridge,Jonathan Moss,/en/matches/a37a4199/Chelsea-Southampton-January-2-2019-Premier-League,0,0,4-3-3,5-4-1,8.0,11.0,7.0,2.0,23.0,12.0,934.0,493.0,18.0,20.0,4.0,26.0,14.0,17.0,20.0,43.0,5.0,3.0,9.0,7.0,28.0,18.0,61.0,65.0,1.0,0.0,0.0,2.0,0.0,0.0,Kepa Arrizabalaga,Antonio Rüdiger,Marcos Alonso,Jorginho,N'Golo Kanté,Ross Barkley,Eden Hazard,Willian,César Azpilicueta,Álvaro Morata,David Luiz,Willy Caballero,Cesc Fàbregas,Ruben Loftus-Cheek,Davide Zappacosta,Andreas Christensen,Emerson Palmieri,Angus Gunn,Cédric Soares,Maya Yoshida,Jannik Vestergaard,Danny Ings,Oriol Romeu,James Ward-Prowse,Stuart Armstrong,Nathan Redmond,Jan Bednarek,Yan Valery,Alex McCarthy,Jack Stephens,Shane Long,Charlie Austin,Mohamed Elyounoussi,Callum Slattery,E0,02/01/2019,0.0,0.0,D,0.0,0.0,D,J Moss,17.0,6.0,6.0,2.0,8.0,11.0,7.0,2.0,1.0,2.0,0.0,0.0,1.28,6.5,11.0,1.28,5.75,10.5,1.33,5.5,8.5,,,,1.27,6.08,12.2,1.25,6.0,12.0,1.29,6.0,13.0,36.0,1.33,1.27,6.5,5.94,13.5,11.58,34.0,1.55,1.51,2.7,2.52,23.0,-1.5,1.87,1.78,2.16,2.09,1.26,6.11,12.48,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
